fp,status,id,cpu,memory,duration,source
c:\users\driesseb\dev\openeo-classification\src\openeo_classification\resources\training_data\other_crops\terrascope\sampleable_polygons_year2019_zone31_id2340_p0.json,finished,eae348a3-02cd-4dd3-9342-f8c96493c8eb,15354 cpu-seconds,62363687 mb-seconds,369,tbd
c:\users\driesseb\dev\openeo-classification\src\openeo_classification\resources\training_data\other_crops\terrascope\sampleable_polygons_year2019_zone31_id2350_p0.json,finished,69ce331f-1c6a-49a4-a70f-a51fafc52db0,18600 cpu-seconds,75356076 mb-seconds,497,tbd
c:\users\driesseb\dev\openeo-classification\src\openeo_classification\resources\training_data\other_crops\terrascope\sampleable_polygons_year2019_zone31_id2390_p0.json,finished,9e5beb81-2fe4-4ecf-924f-ea6f15961e31,2418 cpu-seconds,9331019 mb-seconds,294,tbd
c:\users\driesseb\dev\openeo-classification\src\openeo_classification\resources\training_data\other_crops\terrascope\sampleable_polygons_year2019_zone31_id2900_p0.json,finished,87e65ff8-c2f7-4454-a302-51c41d9d67f1,25695 cpu-seconds,104669019 mb-seconds,407,tbd
c:\users\driesseb\dev\openeo-classification\src\openeo_classification\resources\training_data\other_crops\terrascope\sampleable_polygons_year2019_zone31_id4390_p0.json,finished,127789cb-3c06-4709-8b08-7b349367930d,3409 cpu-seconds,13144584 mb-seconds,414,tbd
c:\users\driesseb\dev\openeo-classification\src\openeo_classification\resources\training_data\other_crops\terrascope\sampleable_polygons_year2019_zone31_id7100_p0.json,finished,574284da-a7e7-4e69-9ea0-42d425c3c20d,32126 cpu-seconds,130847882 mb-seconds,487,tbd
c:\users\driesseb\dev\openeo-classification\src\openeo_classification\resources\training_data\other_crops\terrascope\sampleable_polygons_year2019_zone31_id7700_p0.json,finished,f1290ca7-958e-4acb-872a-5f41f856dd08,1803 cpu-seconds,6832288 mb-seconds,282,tbd
c:\users\driesseb\dev\openeo-classification\src\openeo_classification\resources\training_data\other_crops\terrascope\sampleable_polygons_year2019_zone31_id7900_p0.json,finished,bfa0b5ee-f9e4-4098-b772-7dc39f4b79f0,38577 cpu-seconds,157017112 mb-seconds,617,tbd
c:\users\driesseb\dev\openeo-classification\src\openeo_classification\resources\training_data\other_crops\terrascope\sampleable_polygons_year2019_zone31_id9120_p0.json,finished,e314e834-c662-4961-99b0-8c0910e732dd,49605 cpu-seconds,202187384 mb-seconds,629,tbd
c:\users\driesseb\dev\openeo-classification\src\openeo_classification\resources\training_data\other_crops\terrascope\sampleable_polygons_year2019_zone31_id9213_p0.json,finished,0e1a670e-032d-4d38-aaa7-2baf492f47d2,8086 cpu-seconds,32962472 mb-seconds,0,tbd
c:\users\driesseb\dev\openeo-classification\src\openeo_classification\resources\training_data\other_crops\terrascope\sampleable_polygons_year2019_zone31_id9510_p0.json,finished,f6b0dc2f-db34-41b7-93e0-13c4969fd80e,tbd,tbd,tbd,tbd
